,text,lacking_dem_pref
80,"From my family to yours, wishing everybody a safe and happy Thanksgiving! https://t.co/5bghfKSPNL",0.0
81,"On #TransgenderDayofRemembrance, we remember those lost to senseless acts of violence and we reaffirm our commitmen… https://t.co/LskU4KBBx7",0.0
82,"RT @WhipHoyer: Yesterday, I joined my friend @RepPeteAguilar to meet with entrepreneur #DREAMers &amp; business leaders who support the #DREAMA…",0.0
83,"Today, the House will vote on a #GOPTaxBill that prioritizes tax breaks for wealthy corporations and leaves the mid… https://t.co/qTekBtar8u",0.0
84,Proud to join my friend @RepGuthrie to launch the Congressional E-Commerce Caucus. Looking forward to working on a… https://t.co/wyrc267N26,0.0
85,Making an awful plan even worse. The #GOPTaxPlan is to raise health care costs for working families to carve out ta… https://t.co/V8xst6tqhp,0.0
86,I’m proud to announce that 60 Inland Empire residents were hired by local employers as a result of my 3rd Inland Em… https://t.co/oFgf7Fb4wk,0.0
87,"Today and every day, we are grateful for the service and sacrifice of our nation’s veterans, and our thoughts and p… https://t.co/i0PVEaQ6e9",0.0
88,"The Dream Act gives Congress a unique opportunity to secure the future of over 800,000 young people in this country… https://t.co/RZG3Tf2jo0",0.0
89,"This country is great because we uphold our values, and Congress has an opportunity to prove that by passing the bi… https://t.co/k4eUpTKI4L",0.0
90,"It's health care Open Enrollment season! If you're in CA &amp; looking for a plan to #GetCovered, visit… https://t.co/4xMTRYJtqc",0.0
91,The #GOPTaxBill sells out students to pay for tax cuts for millionaires and billionaires. This is not the bipartisa… https://t.co/Zdn9iUMOrd,0.0
92,"Mourning yet another tragedy today, knowing that my thoughts and prayers are not enough. We must take action.
https://t.co/9XbnpVfaoy",0.0
93,"Middle Class Families: We want sensible tax reform.

@SpeakerRyan: YOU CAN'T SIT WITH US. https://t.co/0dTv9R5h8d",0.0
94,"The reckless @HouseGOP tax plan is bad for the deficit, bad for the middle class, and bad for California families. https://t.co/poc1sLXIES",0.0
95,"Wishing I could be home in California tonight, but I'm excited to cheer for #ThisTeam all the way from Washington.… https://t.co/NPkXWtCOSS",0.0
96,My heart goes out to the victims and families affected by the events in New York today. Grateful for the quick actions of first responders.,0.0
97,Open Enrollment through @CoveredCA starts tomorrow! Visit https://t.co/2zKlxNoSIS to find a health plan that works… https://t.co/3ntaCOaQAC,0.0
98,Heartbreaking for this family. Congress must show compassion and pass the #DreamAct to prevent these situations. https://t.co/nu0zGg39J7,0.0
99,"Proud to announce over $500k in federal funding to help combat the opioid crisis here in the Inland Empire.
https://t.co/xAjovAJcgL",0.0
100,"Today I am thankful for my family, loved ones, and for the honor of representing the great people of #GA12. From ou… https://t.co/2I4hDHjBos",0.0
101,#GA12 My staff will be holding community office hours across the district in December. They stand ready to help wit… https://t.co/dtQlac7eFz,0.0
102,Read more about how the Tax Cuts and Jobs Act will benefit the economy →  https://t.co/CTNcz99P2u,0.0
103,Take a look at my e-newsletter to see what I did this week in Washington → https://t.co/syrEGjc1uE https://t.co/RtlWMpbU7J,0.0
104,It has been 76 years since President Franklin D. Roosevelt declared National Bible Week. This week I spoke on the H… https://t.co/8Z6Y8OTq5v,0.0
105,"I'm talking to @GetAustinRhodes on Newstalk WGAC now (95.1 FM, AM 580 and streaming live at https://t.co/nIFbnBk1Lv) Tune in!",0.0
106,BREAKING → The House just passed the Tax Cuts and Jobs Act. Read my full statement here https://t.co/FGp2J5fV2w https://t.co/Dfx3THaxDE,0.0
107,"Today is the day!

Later today the House will vote on the Tax Cuts and Jobs Act - keeping our promise to deliver ta… https://t.co/bRhEnRzH8G",0.0
108,Thanks to @USDOL @SecretaryAcosta for testifying before @EdWorkforce today. It was a great opportunity for me to as… https://t.co/UCbFfz84PI,0.0
109,RT @EdWorkforce: STREAMING NOW: @USDOL @SecretaryAcosta testifies at full committee hearing. Watch Live ↓ https://t.co/vqsQT5Gcju,0.0
110,I am happy to say that with the passage of the National Defense Authorization Act – we have provided for the common… https://t.co/JDzZMwY9OJ,0.0
111,"RT @WaysandMeansGOP: The Tax Cuts and Jobs Act →
✅Lowers tax rates
✅Increases the standard deduction
✅Eliminates special-interest deduction…",0.0
112,RT @EdWorkforce: THIS WEDNESDAY: @SecretaryAcosta will testify at a full committee hearing on @USDOL. Details: https://t.co/4XxYHobktU http…,0.0
113,The Tax Cuts and Jobs Act will deliver tax relief to hardworking American families in #GA12 and across the nation.… https://t.co/IjNOWXaZ5X,0.0
114,This #VeteransDay may we always remember what they've done on our behalf. Without our veterans we would not be the… https://t.co/IWXrRUVSgP,0.0
115,Click here to read some of the highlights from Monday's telephone town hall → https://t.co/AOC7W6h87i,0.0
116,Take a look at my e-newsletter to see what I did this week in Washington → https://t.co/b317Y9nPms https://t.co/qkUf0n4ODT,0.0
117,"29 million Americans have diabetes, including more than 1 million in my home state of Georgia. Not only does the li… https://t.co/d6lCMzYpPk",0.0
118,#TaxReform is about providing relief to hardworking American families and growing our economy. @WaysandMeansGOP is… https://t.co/ugSDbzVYzL,0.0
119,"From Robin, staff, friends and family, we wish you a Happy Birthday Congressman! We promise you can have all the ic… https://t.co/NEewP8G9dA",0.0
120,Three generations of Abraham hunters. Happy Thanksgiving! https://t.co/R5j2HY68qr,0.0
121,Dianne and I are praying for our good friend Francis. He’s tenacious enough that he can beat this! https://t.co/i5TdCYZ150,0.0
122,RT @usaricenews: Iraq announces purchase of 90K MT of US long grain. An MOU makes this a transparent process &amp,0.0
123,"Hey #Louisiana, Congress just cut your taxes! #LA05 #TaxReform https://t.co/IRix3rVruq",0.0
124,Enjoyed visiting with these students and parents from Woodworth before their tour this morning! #LA05 https://t.co/mIf7puvohk,0.0
125,"Barksdale's B-52s get modern makeover, Ft Polk protected from base closure list &amp; Belle Chasse F-15 fighters will g… https://t.co/4lxKhtxWHo",0.0
126,Miss Rosie was a good friend who served great food. Our entire office will miss her. #LA05 https://t.co/2kmyheoGAL,0.0
127,"I voted to rebuild our military by increasing defense spending, raising pay for our troops, providing $$$ support t… https://t.co/F0cZQREdW5",0.0
128,"Today on Capitol Hill, we celebrated the 242nd birthday of the Marine Corps. Thanks to all the Marines who have fou… https://t.co/RjU2SOaGZC",0.0
129,Lies the left tells about #TaxReform are so blatant even their buddies at the Washington Post had to call them out. https://t.co/2FQetcn1Cs,1.0
130,"Our skies belong to the taxpayers, not a corporate board of special interests. We need a long-term FAA bill that pr… https://t.co/P5fcCiIhtU",0.0
131,@RepTerriSewell Home health got a big win this week...but the Tide better get ready for a loss! #LSU is ready to pu… https://t.co/j7h5Zfm0vc,0.0
132,"#TaxReform means more $$$ for lower, middle classes. It means growing economy, adding jobs and protecting retiremen… https://t.co/DlJbFbSFIg",0.0
133,I spoke w/ @talk1073 about the #OpioidEpidemic and our efforts to combat it. Hear our conversation here: https://t.co/3oeHlhcrcA #LA05,0.0
134,"Heartbeats mean life. The Heartbeat Bill is common sense; if you can hear a baby’s heart, that baby is alive and sh… https://t.co/pZZ2xtaF9z",0.0
135,I was proud to meet David Bailey of Capitol Police who was injured saving @SteveScalise this summer. Thanks David f… https://t.co/4oDOIKbfrO,0.0
136,Great mtg w/ Gen. Brito from Ft. Polk. We talked need for long-term budget bill to give military ability plan and b… https://t.co/pHHbanTOVW,0.0
137,Good luck to Judge Terry Doughty as he begins confirmation process. He's exceptionally qualified and will make a gr… https://t.co/UBMZWUbGu7,0.0
138,"#TaxReform is a process but it's a process that will result in stronger economy, more jobs &amp; more $$$ in pockets of… https://t.co/RIRj4G3CNQ",0.0
139,My prayers are w/ victims &amp,0.0
140,"May God bless your time with family and friends, and may He comfort our troops who are away from their families thr… https://t.co/I9dm5iLfQV",0.0
141,"Happy Thanksgiving from our family to yours! My list of things to be thankful for is endless, but I want y’all to k… https://t.co/gNPnFkUktQ",0.0
142,"@HouseVetAffairs @TexasTech If you would like to watch the hearing, please click here --&gt; https://t.co/MKv6LvzdCK",0.0
143,I’m grateful to all who participated in today’s @HouseVetAffairs hearing at @TexasTech. Our takeaways from this hea… https://t.co/Fg5ZAOforG,0.0
144,RT @HouseVetAffairs: The Economic Opportunity Subcommittee’s hearing at @TexasTech on educational opportunities for student veterans will b…,0.0
145,We have some of the highest quality educational &amp,0.0
146,Today we are one step closer to changing the current economic trajectory of this country &amp,0.0
147,RT @ChadHastyRadio: #TaxBill discussion and possible big news for Abilene and Dyess AFB from @RepArrington. https://t.co/sePkJlCZ3M,0.0
148,"RT @RepRoKhanna: .@RepArrington and I share thoughts on our bipartisan veterans bill, the VALOR Act, which has passed the House and the Sen…",0.0
149,"As we celebrate the 76th #NationalBibleWeek, may we always remember the impact the Bible has had on this country &amp;… https://t.co/GzBwrtGLbl",0.0
150,"For all of us elected to represent ""We the People,"" ensuring that the men and women who served us have the care the… https://t.co/9lCBOTyJoG",0.0
151,It was a blessing to celebrate the service of West Texas veterans at the Silent Wings Museum's annual Veterans Day… https://t.co/nH7EVACWQY,0.0
152,Happy Veterans Day to our men and women who have sacrificed and served so bravely. You represent the very best of o… https://t.co/HPtawHf4R6,0.0
153,"Thank you, @USMC, for 242 years of service and sacrifice #SemperFidelis https://t.co/eTsJf8gof5",0.0
154,Thank you to our state elected officials who championed legislation to make this possible.,0.0
155,"Trooper Jonathan McDonald lost his life in the line of duty roughly 7 yrs ago, leaving behind his wife, Laura, &amp; a… https://t.co/3D5XQ8yWfZ",0.0
156,Thanks to All Saints Episcopal School for the opportunity to join your Veterans Day Assembly this morning. It's gre… https://t.co/lQT30cJxxn,0.0
157,"I’m holding a telephone town hall focused on tax reform TONIGHT at 6:10pm CT!
To join, sign up here →… https://t.co/sIO56GRkaH",0.0
158,RT @RepGonzalez: Spearheaded a bipartisan &amp,0.0
159,"@HouseGOP @HouseVetAffairs There was a lot to discuss, including a number of bills we are working on to improve ser… https://t.co/fWqXZYLatL",0.0
160,ICYMI: Barton Goes to Bat for Rangers in Tax Overhaul https://t.co/0RUuxrL04k,0.0
161,Wishing my good friend @MarkDavis a Happy 60th Birthday! Thanks for letting me be a part of it @ProducerRondaK https://t.co/DmowhgOaQA,0.0
162,"RT @CBSNews: ""It's just common sense if you do what's in the best interest of the U.S. to allow the DACA students to stay in the U.S. and e…",0.0
163,Barton and Eshoo applaud new CMS  biosimilar rule. Check out our statement. https://t.co/HmQ8gi2BQ0,0.0
164,"RT @RepCuellar: Yesterday, @RepJoeBarton &amp; I hosted a bipartisan meeting w/ the Texas Delegation and the Office of TX @GovAbbott to discuss…",0.0
165,RT @SuePeschin: @RepJoeBarton Crystal Tatum and I just met with the fabulous Gable Brady to discuss the importance of @PCORI #Patients4PCOR…,0.0
166,Thanks for coming today. We had a great turnout. https://t.co/95dJ5iAIHQ,0.0
167,RT @FTC: #scamalert: Call from 877-382-4357? Hang up and report it. https://t.co/lcFp9luVVm https://t.co/Xve9xqFPIb,0.0
168,"RT @VP: Before this year is out, we’re going to cut taxes across the board for working families, small businesses, and family farms. #Pence…",0.0
169,RT @utarlington: UTA advances in Center for World University Rankings https://t.co/Yj2ICL2NRt,0.0
170,"Just yesterday, Axios highlighted the continued increase in U.S. crude oil exports. #Yes2Energy

https://t.co/n8nZWISoV1",0.0
171,Great story on a local hero! #TX06 https://t.co/YjzzPMHkyn,0.0
172,"RT @HouseAgNews: For those who work in acres, not hours, we thank you! Happy #NationalFarmersDay! #ThankAFarmer https://t.co/Cvwm2c8wp6",0.0
173,"Today, @RepDianaDeGette and I sent a letter with further questions for #Equifax https://t.co/cOvllqbCAH #equifaxbreach",0.0
174,"RT @SteveScalise: Our rights come from God, so it's only fitting that the House begins each day united in prayer. I'm glad this important t…",0.0
175,RT @CityOfArlington: .@utarlington Receives $1.3 Million Grant to Continue Veteran Success Program. Learn more: https://t.co/evEa5u6d5C htt…,0.0
176,I have joined a bipartisan group of my colleagues in a letter to the ATF to reevaluate the legality of bump stocks. https://t.co/1IZYkRlmfa,0.0
177,"RT @SpeakerRyan: Happy birthday to my good friend, @SteveScalise. Glad to have you back in the People's House. https://t.co/obpoghp6U1",0.0
178,RT @housebudgetGOP: #BREAKING: House passes responsible and balanced #budget on the floor!,0.0
179,Read my statement on the House passed Pain Capable Unborn Child Protection Act. Proud to vote to protect the unborn  https://t.co/xCHSF5UDFx,0.0
180,"For updates from Attorney General Xavier Becerra, formerly representative of the 34th congressional district, please follow @AGBecerra.",0.0
181,"On this Thanksgiving Day, I am thankful for my family, friends, staff, &amp; the opportunity to serve the wonderful con… https://t.co/r8d5QLymlZ",0.0
182,Congratulations to all our schools in the 2nd Congressional District who were recognized as GA’s 2017 Single Statew… https://t.co/3ADXLK04zC,0.0
183,Thank you to Ms. KateLynn DeStefano and @MarionCoHigh for inviting me to speak with them this morning about governm… https://t.co/kDLPvc4fQI,0.0
184,"Our obligation is not just to our veterans, but to their families who have faced the unique demands of the military… https://t.co/Bc0aS6ASHQ",0.0
185,I was pleased to deliver the keynote address at the Job Corps Leadership Summit yesterday. https://t.co/f6D2zzoA6J,0.0
186,FACT: Many people who signed up to #GetCovered for 2017 only paid $50-$100/month in premiums.… https://t.co/3WEIMF1CCO,0.0
187,RT @BlueStarFamily: Welcoming @cathymcmorris and @SanfordBishop to the #BSFSurvey launch and reception. https://t.co/wq3V4GyuNH,0.0
188,"RT @BlueStarFamily: Together, we can move the needle for military families! Thank you to the co-chairs of the Congressional Military Family…",0.0
189,"On November 13, Secretary Perdue designated 83 counties affected by Hurricane Irma as primary natural disaster area… https://t.co/3iWLbH6YxO",0.0
190,"Tonight I will join my fellow co-chair on the Congressional Military Family Caucus, @cathymcmorris , at the… https://t.co/ODUKv47N0d",0.0
191,"On today, the @USMC celebrates its 242nd birthday! I say with great pride, Happy Birthday Marines! @MCLBAlbany https://t.co/AjRYOPAoln",0.0
192,"During World Wars I and II, Native American soldiers, sailors and marines, also known as Code Talkers, developed a… https://t.co/edAbr9uw0T",0.0
193,I was honored to attend the Medal of Honor Ceremony for the five courageous USCP officers who risked their lives to… https://t.co/dEQrGwdiaX,0.0
194,FACT: 8-in-10 people who signed up to #GetCovered for 2017 received financial help.  Open Enrollment for 2018 ends… https://t.co/qUdPvSJ1jA,0.0
195,"I led 120 of my colleagues in writing a letter to U.S. Secretary of Labor Acosta, which successfully reversed propo… https://t.co/oq6rhkaYaZ",0.0
196,RT @SBGC2C: .@SanfordBishop on #TaxReform: “We would like not to have middle class taxpayers have to absorb a greater burden in order to gi…,0.0
197,This year’s Diwali on the Hill was an enlightening experience! I am honored to have been able to celebrate the holi… https://t.co/vOyOL7Z1lJ,0.0
198,"It was an honor to speak to veterans, service members, and cadets at the National Infantry Museum yesterday. https://t.co/jl1DUnEMKP",0.0
199,"My heart goes out to the loved ones of those who were killed and injured in Sutherland Springs, TX.",0.0
200,I was honored to participate in the groundbreaking for the Dwight D. Eisenhower Memorial. He was a hero &amp,0.0
201,"Blumenauer, Kinzinger Hail Passage of passage of the Emergency Afghan Allies Extension Act http://t.co/RCyIGH7kpF",0.0
202,"@prr One of the Blackburn amendments? Voted against it, here's the roll call: http://t.co/DqbhxnvBtM",0.0
203,@prr Blumenauer voted against the bill. Was there a particular part or amendment you opposed?,0.0
204,"Blumenauer: Short-Term Transportation Plan Puts US ""Deeper in the Hole with a Steeper Climb Out"" http://t.co/IjISJ3dvdb",0.0
205,"Blumenauer Introduces Amendment to End Unfair, Free Ride for Oil Companies on Drilling Leases http://t.co/oKwWcWB6ZK",0.0
206,@Gatun_CZ Call Kristen in our DC office - (202) 225-4811 - she works w/ neuroscience caucus &amp,0.0
207,"Blumenauer addresses the importance of pollinators, ""One small part of the bigger picture."" https://t.co/cOXFOvGzAH #PollinatorWeek",0.0
208,"Photos from Wednesday's Forum: ""The Cost and Threat of Nuclear Weapons"" https://t.co/zBc3qJqEXI http://t.co/gOlJGJQHgg",0.0
209,"Blumenauer: New EPA Regulations ""Bold First Step"" to Combating Climate Change http://t.co/HUH30uI2RB",0.0
210,RT @rickwayman: Looking forward to speaking at @repblumenauer's event in #Portland on June 4 on #nuclear weapons. RSVP here http://t.co/irL…,0.0
211,RT @SenatorShaheen: Introduced bipartisan Afghan Allies Protection Extension Act with @BlumenauerMedia &amp,0.0
212,"Bipartisan Coalition Introduces Bill to Extend, Reform Special Immigrant Visa Program http://t.co/2xXqyyGSaF http://t.co/L41Bep6asv",0.0
213,"Blumenauer, Smith Introduce PACE bill to Improve Healthcare http://t.co/skkRhD4kFn",0.0
214,RT @Lisaka: Alumnus Earl Blumenauer inspires Centennial Eagles http://t.co/WKwm4nc5OL,0.0
215,RT @Oregonian: .@repblumenauer asks U.S. Attorney General Eric Holder to reclassify #marijuana: http://t.co/HPGUsBUjSa,0.0
216,RT @repjohnconyers: Bees are responsible for 1 of every 3 bites of food we eat.@repblumenauer and I are fighting to protect pollinators.  h…,0.0
217,RT @JasonSilva: Lawmaker Predicts Marijuana Will Be Legal Within 5 Years http://t.co/BXVKWB2EfI via @HuffPostPol @repblumenauer”,0.0
218,"House GOP Budget ""Pointless and Doomed-to-Fail"" http://t.co/cn09xHPKw1",0.0
219,Blumenauer congratulates students of Beverly Cleary Middle School on their C-SPAN Student Cam projects [VIDEO] https://t.co/yYrnhdNA4G,0.0
220,Blumenauer Introduces Bill to Reduce Nuclear Arsenal Spending http://t.co/0cFDs3ufnJ,0.0
221,"From my family to yours, Happy Thanksgiving! 
Please join me in thanking our men &amp; women in uniform who are spendin… https://t.co/hCoIUfYgMc",0.0
222,From @ksdknews: Moms on a Mission to honor fallen veterans for the holidays https://t.co/QJmywyuEZV,0.0
223,"RT @arthurbrooks: In the summer of 2004, along with nine other families, I boarded a plane to China to pick up our daughter from an orphana…",0.0
224,A burdensome tax code shouldn’t gobble up Americans’ hard-earned money. https://t.co/pI0B44r56F,0.0
225,Visited @BooneCenterInc Packaging to meet w/ employees. BCI employs 400 adults with disabilities &amp,0.0
226,I met with Patriot Machine Inc. employees in St. Charles yesterday to discuss how @SenateGOP tax plan will help Mis… https://t.co/y2ROMLKfnG,0.0
227,"Nixa-born Olympian Courtney Freirchs gives back to her hometown, hosts track event for Nixa kids https://t.co/VESihf5udU",0.0
228,"RT @MissouriChamber: Sen. @RoyBlunt talks tax reform at Missouri Chamber member, @Patriot_Machine in St. Charles. https://t.co/WNhR7vsVJW",0.0
229,The 75-foot tall U.S. Capitol Christmas tree is heading to #SGF tomorrow https://t.co/tbCnQKzFoN,0.0
230,".@STLFoodbank feeds 43,000 people each week. They do incredible work year round to help families in need, and I app… https://t.co/TqcP2xo64F",0.0
231,#STL @BoyScouts were hard at work this weekend volunteering for @STLFoodbank – they collected all the boxes on my r… https://t.co/1vu9r6vzEG,0.0
232,"The @SenateGOP tax plan will increase take-home pay, and create better jobs and more opportunity for hardworking fa… https://t.co/dGSMn5x85d",0.0
233,"This morning on @MeetThePress, I discussed Senate efforts to address sexual harassment https://t.co/7d5UBZ8Re0",0.0
234,These numbers show why it’s time to provide much-needed tax relief ⬇️ https://t.co/neXOmQoNOz,0.0
235,RT @SenateRPC: What they are saying about #TaxReform: https://t.co/9kANws3aKU,0.0
236,RT @CCAInstitute: We want to thank the Co-chairs of the Congressional Coalition on Adoption (CCA) for introducing the National Adoption Day…,0.0
237,"Tomorrow is #NationalAdoptionDay, an important time to think about what we can do to encourage adoption &amp; support f… https://t.co/4xAJbhBbkz",0.0
238,RT @USDOL: FACT: Nearly 9/10 apprentices are employed after completing their #apprenticeship. Average starting salary: $60K+/year #NAW17 #M…,0.0
239,Here’s what the Tax Cuts &amp,0.0
240,"RT @GOPSenFinance: BREAKING: Senate Finance Committee advances tax overhaul package, another step closer to delivering middle-class tax rel…",0.0
241,Here's to enjoying the company of good friends and family. #HappyThanksgiving and God Bless. https://t.co/zDWB9ivhiB,0.0
242,RT @HouseGOP: What’s really in the Tax Cuts and Jobs Act?  Here are the FACTS that you need to know → #1182more #taxreform https://t.co/zNT…,0.0
243,FACT → The Tax Cuts and Jobs Act will simplify the tax code dramatically so the vast majority of taxpayers can file… https://t.co/epLJlwym61,0.0
244,"Today is #Nationaladoptionday. Thanks to adoption, we have a family. Cathy and I are forever grateful for the two w… https://t.co/Yo3prciCBN",0.0
245,RT @TAMU: We remember them. https://t.co/7A86c2uOLt,0.0
246,HAPPENING SOON: Tune in to @Fox26Houston at 5:00 PM CT to hear how the #TaxCutsandJobsAct is a home run for growth… https://t.co/zV6WiBqbJp,0.0
247,RT @WaysandMeansGOP: “We have always said this is not our tax code. It belongs to the American people.” –@RepKevinBrady https://t.co/FfQiBj…,0.0
248,"RT @WaysandMeansGOP: .@RepKevinBrady: ""I congratulate Chairman Hatch and the Senate Finance Committee on this important step toward deliver…",0.0
249,Got back to Texas late last night. Woke up early this morning for some drive time radio and now I'm updating the fi… https://t.co/yhJHuihwR2,0.0
250,"What a great day. Just got word that our Chief Tax Council at @WaysandMeansGOP, Barbara Angus, was named Tax Queen… https://t.co/FLKN2Rnobf",0.0
251,"We did it! After more than 31 years, the House passed #TaxReform. https://t.co/WPTZ7EhmA0",0.0
252,RT @realDonaldTrump: Congratulations to the House of Representatives for passing the #TaxCutsandJobsAct — a big step toward fulfilling our…,0.0
253,RT @WaysandMeansGOP: Watch LIVE at 4pm ET as @RepKevinBrady joins @FoxNews @TeamCavuto for his first TV interview after the House took hist…,0.0
254,"RT @FoxBusiness: .@RepKevinBrady: ""We just passed a bill that will bring relief, simplicity, and fairness to Americans [in] every corner of…",0.0
255,RT @HouseGOP: PASSED → The Tax Cuts &amp,0.0
256,"With President @realDonaldTrump by our side, we will pass the #TaxCutsAndJobsAct and deliver transformational… https://t.co/aYxk9PkrJQ",0.0
257,"""I love you awesome nerds, let's do this."" Today wouldn't be possible without y'all. @WaysandMeansGOP #TaxTeam https://t.co/wKkrSbHO8I",0.0
258,"The Tax Cuts and Jobs Act →
✅Lowers tax rates
✅Increases the standard deduction
✅Repeals the Death Tax
✅Eliminates… https://t.co/HXhJL3oEyH",0.0
259,"RT @FoxBusiness: .@RepKevinBrady: ""We are on schedule to get this on the president's desk by the end of the year... Let's get this done."" h…",0.0
260,"RT @FoxBusiness: .@RepKevinBrady: ""We do have the votes. This is a historic step, but it's not the last step."" https://t.co/rQdkQVoic0",0.0
261,"As we reflect on our blessings, let us take time today to think of Ohioans who struggle to put food on the table to… https://t.co/kJB7283uLJ",0.0
262,"Wishing you all a safe and happy Thanksgiving. Today, Connie and I are reminded of all that we have to be grateful… https://t.co/q2PzeFjmdK",0.0
263,RT @ohiou: Check out the Ohio University Marching 110 rocking the @TODAYshow at Rockefeller Plaza on @NBC earlier today! https://t.co/SWNZ4…,0.0
264,"@DeptVetAffairs Hearings like this one are so important, because the best ideas don’t come out of Washington – they… https://t.co/oZKUy0BAXd",0.0
265,Honored to bring the Senate Committee on Veterans' Affairs to Columbus today - and glad to be joined by… https://t.co/It9Rrk371V,0.0
266,"Without #NetNeutrality, the internet would fall under control of a few companies to tell you what you can or can't… https://t.co/yl8EMdIFHz",0.0
267,In all seriousness - the Senate Republican tax plan hands a massive tax cut to millionaires and corporations who sh… https://t.co/HPdPUKCoYA,0.0
268,3. Millionaires should be extra grateful for their fortunes under this bill - those earning $1M+ will pay 4.2% less… https://t.co/UspWThjUDe,0.0
269,2. The new incentives to outsource production and keep jobs overseas may be like Christmas coming early for wealthy… https://t.co/qKLFblE32U,0.0
270,1. Corporations should be very grateful for the permanent tax cut they're given in this bill! While middle class fa… https://t.co/iXb4T37xxX,0.0
271,It's almost Thanksgiving - a time for Americans to sit back and reflect with gratitude on what we have. And with th… https://t.co/JlA4OMdzaJ,0.0
272,"No one should ever have to feel afraid, ashamed, or silenced simply for being who they are. Violence – of any kind… https://t.co/EtWNmxx96O",0.0
273,"@USCBO IN SHORT: this bill doesn’t cut taxes for working people. Instead, it takes away Ohioans’ healthcare and cut… https://t.co/p6G0pDrU9M",0.0
274,"@USCBO 6. On Thurs, JCT revealed that even while the bill makes its corporate tax cuts permanent, it lets the cuts… https://t.co/rEJfTKnRz2",0.0
275,"@USCBO 5. Also on Wednesday, the Joint Economic Committee revealed that the bill would force a $25 billion cut to M… https://t.co/zQU0fAiilG",0.0
276,"@USCBO 4. On Wednesday, a tax expert confirmed middle-class Ohioans could pay more in premium hikes than they’ll ge… https://t.co/Q8GV3zOCAu",0.0
277,"@USCBO 3. Also on Tuesday, we learned from @USCBO that the bill would cause 13 million people to lose their insuran… https://t.co/6HK7CmchSP",0.0
278,"2. We learned the GOP had slipped a provision into their bill to repeal ACA, a move @USCBO said will actually take… https://t.co/PBY8OE2Kxd",0.0
279,"1. On Tuesday, a tax expert confirmed to Senator Brown that the bill actually encourages corporations to outsource… https://t.co/8X9cvvpzOu",0.0
280,Here’s what we learned last week about the Senate GOP tax proposal during last week’s Finance Committee hearings:,0.0
281,"I’m thankful today for our country’s service members serving all across the world, away from their families, keepin… https://t.co/W4KGojnQhe",0.0
282,"Happy 228th Birthday to the State of North Carolina! On November 21,1789, North Carolina ratified the Constitution… https://t.co/Xx3d8Lp3Dz",0.0
283,So proud to see TEN North Carolina Universities make the list of @MilitaryTimes' 218 Best Colleges of 2018. Very th… https://t.co/0OC2pVSVDo,0.0
284,"@SenatorBurr, @McCaskillOffice Aim to Close Health Care Law Loophole with Bipartisan Bill: 

https://t.co/45RcEhjgGt https://t.co/qsoD4UPtNQ",0.0
285,I'm excited by @GOPSenFinance's progress last night by passing the #TaxCutsAndJobsAct. This bill is a historic oppo… https://t.co/03b6d9aJ7F,0.0
286,RT @SenToomey: @GOPSenFinance Non-partisan @jctgov confirms: The @GOPSenFinance Tax Cuts and Jobs Act makes no changes to health care progr…,0.0
287,"via @WashTimes: GOP Senators: Dems Can Help Us Make Individual Tax Cuts Permanent
https://t.co/1B4frw1k3M",0.0
288,"A great sign to see @NFIB endorsing the Senate's modified tax legislation:
https://t.co/Ht1s5PBQBt https://t.co/O3NWB5ZxVJ",0.0
289,It’s been a few weeks since I’ve driven The Thing. Should I take her for a spin today?,0.0
290,North Carolinians are the winners with the Senate's #TaxReform legislation. The numbers are cut and dry.… https://t.co/VBHlKnQiyo,0.0
291,"RT @SenateGOP: Tax relief for middle-income Americans, families, and small businesses is on the way with the Tax Cuts &amp; Jobs Act. #TaxRefor…",0.0
292,"Via @TheHill: Analysis: All Income Groups Would See Tax Cuts Under Senate Bill
https://t.co/DDk06xc9cd",0.0
293,"Via @Politico: Middle Class Biggest Winners in Senate Tax Plan, Study Says
https://t.co/eUN4tZ1WpM",0.0
294,"According to the @TaxFoundation, North Carolina adds more than 27,000 jobs and the average middle-income family sav… https://t.co/X4dvtleAtj",0.0
295,"This Veterans Day, we pause to thank the approximately 20 million men and women who have served in our armed forces… https://t.co/9kHcpOM78c",0.0
296,Happy 242nd Birthday to the U.S. Marine Corps! Thank you to all the Marines who have served. I couldn't be prouder… https://t.co/72ckuZYrLw,0.0
297,"I was a day ahead, but I was ready for #NationalScrappleDay with this tie: https://t.co/lMowwrAXdl",0.0
298,"#TBT to the Halloween Dog Costume Contest. I don't care what anyone says, #TeamBurr pups Daenerys and John Snow wer… https://t.co/Z86AfpolMX",0.0
299,via @NSJNews: Ground broken for veterans life center in Butner - Senator Richard Burr: “Global War on Terror vetera… https://t.co/UgxV5gwLKV,0.0
300,"""Senate Dems should be ashamed. Let's move the President's nominees so our government can fully function."" (3/3)",0.0
301,RT @HouseAdm_Dems: @RepBrady – Thank you .@RepSpeier for your proposal to require mandatory #sexualharassment training &amp,0.0
302,RT @HouseAdm_Dems: @RepBrady - The congressional workplace should have zero tolerance for #sexualharassment and any kind of discrimination,0.0
303,"Today and everyday, thank you to the men and women who sacrifice so much so that the rest of us can have peace and freedom. #VeteransDay",0.0
304,You can officially #GetCoveredNow for 2018. Visit https://t.co/I4kFAHejN5 to find a plan that works for you.,0.0
305,Join us https://t.co/JhydjPAbvf,0.0
